"time","Apan_DNI","Baranquilla_DNI","Belgium_DNI","Canaries_DNI"
"2005-01-01 01:00:00",0,0,0,0
"2005-01-01 02:00:00",0,0,0,0
"2005-01-01 03:00:00",0,0,0,0
"2005-01-01 04:00:00",0,0,0,0
"2005-01-01 05:00:00",0,0,0,0
"2005-01-01 06:00:00",0,0,0,0
"2005-01-01 07:00:00",0,340.15,0,0
"2005-01-01 08:00:00",0,647.98,0,0
"2005-01-01 09:00:00",0,780.21,0,0
"2005-01-01 10:00:00",591.72,847.58,0,58.94
"2005-01-01 11:00:00",720.48,880.85,0,477.43
"2005-01-01 12:00:00",782.79,890.06,0,826.73
"2005-01-01 13:00:00",80.86,880.23,0,849.49
"2005-01-01 14:00:00",428.32,847.08,0,893.44
"2005-01-01 15:00:00",14.72,780.42,0,481.06
"2005-01-01 16:00:00",0,655.58,0,279.25
"2005-01-01 17:00:00",81.38,408.33,0,84.18
"2005-01-01 18:00:00",22.16,0,0,510.13
"2005-01-01 19:00:00",0,0,0,0
"2005-01-01 20:00:00",0,0,0,0
"2005-01-01 21:00:00",0,0,0,0
"2005-01-01 22:00:00",0,0,0,0
"2005-01-01 23:00:00",0,0,0,0
"2005-01-02 00:00:00",0,0,0,0
"2005-01-02 01:00:00",0,0,0,0
"2005-01-02 02:00:00",0,0,0,0
"2005-01-02 03:00:00",0,0,0,0
"2005-01-02 04:00:00",0,0,0,0
"2005-01-02 05:00:00",0,0,0,0
"2005-01-02 06:00:00",0,0,0,0
"2005-01-02 07:00:00",0,329.67,0,0
"2005-01-02 08:00:00",0,6.47,0,0
"2005-01-02 09:00:00",0,781.05,0,0
"2005-01-02 10:00:00",576.57,847.75,43.34,440.75
"2005-01-02 11:00:00",709.58,882.99,21.01,787.55
"2005-01-02 12:00:00",777.91,895.21,43.22,858.49
"2005-01-02 13:00:00",809.17,883.84,71.96,866.61
"2005-01-02 14:00:00",811.55,852.15,297.39,96.96
"2005-01-02 15:00:00",785.79,786.55,319.51,829.18
"2005-01-02 16:00:00",724.21,662.39,36.27,142.02
"2005-01-02 17:00:00",602.52,414.98,0,714.12
"2005-01-02 18:00:00",36.43,0,0,594.25
"2005-01-02 19:00:00",0,0,0,0
"2005-01-02 20:00:00",0,0,0,0
"2005-01-02 21:00:00",0,0,0,0
"2005-01-02 22:00:00",0,0,0,0
"2005-01-02 23:00:00",0,0,0,0
"2005-01-03 00:00:00",0,0,0,0
"2005-01-03 01:00:00",0,0,0,0
"2005-01-03 02:00:00",0,0,0,0
"2005-01-03 03:00:00",0,0,0,0
"2005-01-03 04:00:00",0,0,0,0
"2005-01-03 05:00:00",0,0,0,0
"2005-01-03 06:00:00",0,0,0,0
"2005-01-03 07:00:00",0,332.47,0,0
"2005-01-03 08:00:00",0,648.65,0,0
"2005-01-03 09:00:00",0,781.79,0,0
"2005-01-03 10:00:00",580.04,850.69,73.94,62.14
"2005-01-03 11:00:00",713.42,883.79,0,745.01
"2005-01-03 12:00:00",782.05,894.26,0,825.53
"2005-01-03 13:00:00",812.39,883.64,0,881.89
"2005-01-03 14:00:00",814.24,851.55,70.63,89.31
"2005-01-03 15:00:00",786.82,789.11,0,878.55
"2005-01-03 16:00:00",721.74,666.51,0,771.34
"2005-01-03 17:00:00",599.41,427.19,0,397.91
"2005-01-03 18:00:00",365.05,0,0,261.22
"2005-01-03 19:00:00",0,0,0,0
"2005-01-03 20:00:00",0,0,0,0
"2005-01-03 21:00:00",0,0,0,0
"2005-01-03 22:00:00",0,0,0,0
"2005-01-03 23:00:00",0,0,0,0
"2005-01-04 00:00:00",0,0,0,0
"2005-01-04 01:00:00",0,0,0,0
"2005-01-04 02:00:00",0,0,0,0
"2005-01-04 03:00:00",0,0,0,0
"2005-01-04 04:00:00",0,0,0,0
"2005-01-04 05:00:00",0,0,0,0
"2005-01-04 06:00:00",0,0,0,0
"2005-01-04 07:00:00",0,33.52,0,0
"2005-01-04 08:00:00",0,647.46,0,0
"2005-01-04 09:00:00",0,780.64,0,0
"2005-01-04 10:00:00",580.71,847.84,0,579.19
"2005-01-04 11:00:00",717.15,8.82,0,704.81
"2005-01-04 12:00:00",784.56,894.43,0,811.43
"2005-01-04 13:00:00",815.51,885.85,0,85.08
"2005-01-04 14:00:00",815.48,853.67,0,861.07
"2005-01-04 15:00:00",784.83,789.85,0,799.51
"2005-01-04 16:00:00",719.21,670.54,0,673.67
"2005-01-04 17:00:00",596.26,427.65,0,638.57
"2005-01-04 18:00:00",361.41,0,0,364.41
"2005-01-04 19:00:00",0,0,0,0
"2005-01-04 20:00:00",0,0,0,0
"2005-01-04 21:00:00",0,0,0,0
"2005-01-04 22:00:00",0,0,0,0
"2005-01-04 23:00:00",0,0,0,0
"2005-01-05 00:00:00",0,0,0,0
"2005-01-05 01:00:00",0,0,0,0
"2005-01-05 02:00:00",0,0,0,0
"2005-01-05 03:00:00",0,0,0,0
"2005-01-05 04:00:00",0,0,0,0
"2005-01-05 05:00:00",0,0,0,0
"2005-01-05 06:00:00",0,0,0,0
"2005-01-05 07:00:00",0,330.96,0,0
"2005-01-05 08:00:00",0,64.89,0,0
"2005-01-05 09:00:00",0,7.83,0,0
"2005-01-05 10:00:00",578.56,850.61,0,635.42
"2005-01-05 11:00:00",71.52,88.39,0,731.92
"2005-01-05 12:00:00",783.93,894.54,0,874.84
"2005-01-05 13:00:00",81.44,884.27,0,900.34
"2005-01-05 14:00:00",815.26,852.94,0,911.16
"2005-01-05 15:00:00",785.69,78.88,0,913.05
"2005-01-05 16:00:00",721.79,66.94,0,834.27
"2005-01-05 17:00:00",365.69,422.43,0,80.17
"2005-01-05 18:00:00",25.56,0,0,560.97
"2005-01-05 19:00:00",0,0,0,0
"2005-01-05 20:00:00",0,0,0,0
"2005-01-05 21:00:00",0,0,0,0
"2005-01-05 22:00:00",0,0,0,0
"2005-01-05 23:00:00",0,0,0,0
"2005-01-06 00:00:00",0,0,0,0
"2005-01-06 01:00:00",0,0,0,0
"2005-01-06 02:00:00",0,0,0,0
"2005-01-06 03:00:00",0,0,0,0
"2005-01-06 04:00:00",0,0,0,0
"2005-01-06 05:00:00",0,0,0,0
"2005-01-06 06:00:00",0,0,0,0
"2005-01-06 07:00:00",0,319.58,0,0
"2005-01-06 08:00:00",0,639.26,0,0
"2005-01-06 09:00:00",0,776.26,0,0
"2005-01-06 10:00:00",57.36,846.17,18.14,360.76
"2005-01-06 11:00:00",713.13,879.45,0,489.23
"2005-01-06 12:00:00",78.32,892.18,0,765.84
"2005-01-06 13:00:00",81.32,881.39,0,933.11
"2005-01-06 14:00:00",81.36,850.77,0,845.89
"2005-01-06 15:00:00",7.85,785.99,0,786.24
"2005-01-06 16:00:00",719.11,66.57,169.36,759.87
"2005-01-06 17:00:00",59.45,422.86,0,617.96
"2005-01-06 18:00:00",362.58,0,0,58.61
"2005-01-06 19:00:00",0,0,0,0
"2005-01-06 20:00:00",0,0,0,0
"2005-01-06 21:00:00",0,0,0,0
"2005-01-06 22:00:00",0,0,0,0
"2005-01-06 23:00:00",0,0,0,0
"2005-01-07 00:00:00",0,0,0,0
"2005-01-07 01:00:00",0,0,0,0
"2005-01-07 02:00:00",0,0,0,0
"2005-01-07 03:00:00",0,0,0,0
"2005-01-07 04:00:00",0,0,0,0
"2005-01-07 05:00:00",0,0,0,0
"2005-01-07 06:00:00",0,0,0,0
"2005-01-07 07:00:00",0,314.91,0,0
"2005-01-07 08:00:00",0,634.97,0,0
"2005-01-07 09:00:00",0,769.41,0,0
"2005-01-07 10:00:00",56.85,838.81,0.12,12.88
"2005-01-07 11:00:00",705.39,872.43,0,351.59
"2005-01-07 12:00:00",776.31,883.76,0,655.13
"2005-01-07 13:00:00",806.42,874.75,0,0
"2005-01-07 14:00:00",806.44,843.03,0,345.63
"2005-01-07 15:00:00",779.89,781.44,0,128.41
"2005-01-07 16:00:00",716.39,6.62,0,367.78
"2005-01-07 17:00:00",593.53,423.25,0,180.15
"2005-01-07 18:00:00",363.06,0,0,565.98
"2005-01-07 19:00:00",0,0,0,0
"2005-01-07 20:00:00",0,0,0,0
"2005-01-07 21:00:00",0,0,0,0
"2005-01-07 22:00:00",0,0,0,0
"2005-01-07 23:00:00",0,0,0,0
"2005-01-08 00:00:00",0,0,0,0
"2005-01-08 01:00:00",0,0,0,0
"2005-01-08 02:00:00",0,0,0,0
"2005-01-08 03:00:00",0,0,0,0
"2005-01-08 04:00:00",0,0,0,0
"2005-01-08 05:00:00",0,0,0,0
"2005-01-08 06:00:00",0,0,0,0
"2005-01-08 07:00:00",0,310.05,0,0
"2005-01-08 08:00:00",0,630.55,0,0
"2005-01-08 09:00:00",0,766.08,0,0
"2005-01-08 10:00:00",568.66,835.63,0,630.98
"2005-01-08 11:00:00",704.96,871.61,0,488.12
"2005-01-08 12:00:00",775.39,882.48,0,60.31
"2005-01-08 13:00:00",807.79,873.01,3.45,646.12
"2005-01-08 14:00:00",807.34,843.54,0,374.45
"2005-01-08 15:00:00",779.07,780.28,248.06,802.21
"2005-01-08 16:00:00",713.61,663.29,14.19,324.37
"2005-01-08 17:00:00",590.19,42.36,0,683.14
"2005-01-08 18:00:00",363.48,0,0,572.59
"2005-01-08 19:00:00",0,0,0,0
"2005-01-08 20:00:00",0,0,0,0
"2005-01-08 21:00:00",0,0,0,0
"2005-01-08 22:00:00",0,0,0,0
"2005-01-08 23:00:00",0,0,0,0
"2005-01-09 00:00:00",0,0,0,0
"2005-01-09 01:00:00",0,0,0,0
"2005-01-09 02:00:00",0,0,0,0
"2005-01-09 03:00:00",0,0,0,0
"2005-01-09 04:00:00",0,0,0,0
"2005-01-09 05:00:00",0,0,0,0
"2005-01-09 06:00:00",0,0,0,0
"2005-01-09 07:00:00",0,3.05,0,0
"2005-01-09 08:00:00",0,634.28,0,0
"2005-01-09 09:00:00",0,769.85,117.39,0
"2005-01-09 10:00:00",560.61,84.09,17.68,184.41
"2005-01-09 11:00:00",6.97,87.57,4.03,32.33
"2005-01-09 12:00:00",766.82,88.71,544.56,0
"2005-01-09 13:00:00",796.76,877.37,95.76,16.32
"2005-01-09 14:00:00",797.37,848.12,0,164.03
"2005-01-09 15:00:00",768.08,784.19,5.55,55.58
"2005-01-09 16:00:00",70.23,664.53,368.07,137.83
"2005-01-09 17:00:00",584.54,144.88,0,671.11
"2005-01-09 18:00:00",355.66,0,0,134.93
"2005-01-09 19:00:00",0,0,0,0
"2005-01-09 20:00:00",0,0,0,0
"2005-01-09 21:00:00",0,0,0,0
"2005-01-09 22:00:00",0,0,0,0
"2005-01-09 23:00:00",0,0,0,0
"2005-01-10 00:00:00",0,0,0,0
"2005-01-10 01:00:00",0,0,0,0
"2005-01-10 02:00:00",0,0,0,0
"2005-01-10 03:00:00",0,0,0,0
"2005-01-10 04:00:00",0,0,0,0
"2005-01-10 05:00:00",0,0,0,0
"2005-01-10 06:00:00",0,0,0,0
"2005-01-10 07:00:00",0,30.69,0,0
"2005-01-10 08:00:00",0,397.66,0,0
"2005-01-10 09:00:00",0,764.52,81.98,0
"2005-01-10 10:00:00",552.44,833.31,58.37,513.97
"2005-01-10 11:00:00",692.66,868.49,79.92,603.22
"2005-01-10 12:00:00",764.21,879.72,13.68,709.53
"2005-01-10 13:00:00",79.66,871.83,14.24,760.15
"2005-01-10 14:00:00",694.66,841.66,27.17,755.35
"2005-01-10 15:00:00",771.46,145.74,32.77,687.23
"2005-01-10 16:00:00",707.91,133.14,65.49,588.14
"2005-01-10 17:00:00",585.73,233.32,0,475.07
"2005-01-10 18:00:00",360.09,0,0,301.08
"2005-01-10 19:00:00",0,0,0,0
"2005-01-10 20:00:00",0,0,0,0
"2005-01-10 21:00:00",0,0,0,0
"2005-01-10 22:00:00",0,0,0,0
"2005-01-10 23:00:00",0,0,0,0
"2005-01-11 00:00:00",0,0,0,0
"2005-01-11 01:00:00",0,0,0,0
"2005-01-11 02:00:00",0,0,0,0
"2005-01-11 03:00:00",0,0,0,0
"2005-01-11 04:00:00",0,0,0,0
"2005-01-11 05:00:00",0,0,0,0
"2005-01-11 06:00:00",0,0,0,0
"2005-01-11 07:00:00",0,301.51,0,0
"2005-01-11 08:00:00",0,624.85,0,0
"2005-01-11 09:00:00",0,76.27,0,0
"2005-01-11 10:00:00",379.83,832.73,11.55,243.73
"2005-01-11 11:00:00",682.66,868.69,35.67,309.69
"2005-01-11 12:00:00",755.49,880.64,0,335.22
"2005-01-11 13:00:00",788.18,872.38,1.68,521.11
"2005-01-11 14:00:00",529.39,843.38,0,416.07
"2005-01-11 15:00:00",761.86,781.67,0,379.61
"2005-01-11 16:00:00",698.26,666.86,0,564.69
"2005-01-11 17:00:00",580.05,429.72,0,496.53
"2005-01-11 18:00:00",356.37,0,0,254.99
"2005-01-11 19:00:00",0,0,0,0
"2005-01-11 20:00:00",0,0,0,0
"2005-01-11 21:00:00",0,0,0,0
"2005-01-11 22:00:00",0,0,0,0
"2005-01-11 23:00:00",0,0,0,0
"2005-01-12 00:00:00",0,0,0,0
"2005-01-12 01:00:00",0,0,0,0
"2005-01-12 02:00:00",0,0,0,0
"2005-01-12 03:00:00",0,0,0,0
"2005-01-12 04:00:00",0,0,0,0
"2005-01-12 05:00:00",0,0,0,0
"2005-01-12 06:00:00",0,0,0,0
"2005-01-12 07:00:00",0,295.94,0,0
"2005-01-12 08:00:00",0,625.49,0,0
"2005-01-12 09:00:00",0,76.44,0,0
"2005-01-12 10:00:00",457.68,834.91,0,43.95
"2005-01-12 11:00:00",687.37,870.08,0,511.71
"2005-01-12 12:00:00",758.72,882.68,0,655.72
"2005-01-12 13:00:00",699.57,87.41,0,689.61
"2005-01-12 14:00:00",487.91,845.05,0,643.72
"2005-01-12 15:00:00",763.67,785.41,15.85,607.55
"2005-01-12 16:00:00",700.36,667.97,0,420.47
"2005-01-12 17:00:00",58.34,429.91,0,343.44
"2005-01-12 18:00:00",360.62,0,0,230.93
"2005-01-12 19:00:00",0,0,0,0
"2005-01-12 20:00:00",0,0,0,0
"2005-01-12 21:00:00",0,0,0,0
"2005-01-12 22:00:00",0,0,0,0
"2005-01-12 23:00:00",0,0,0,0
"2005-01-13 00:00:00",0,0,0,0
"2005-01-13 01:00:00",0,0,0,0
"2005-01-13 02:00:00",0,0,0,0
"2005-01-13 03:00:00",0,0,0,0
"2005-01-13 04:00:00",0,0,0,0
"2005-01-13 05:00:00",0,0,0,0
"2005-01-13 06:00:00",0,0,0,0
"2005-01-13 07:00:00",0,297.43,0,0
"2005-01-13 08:00:00",0,628.78,0,0
"2005-01-13 09:00:00",0,7.66,0,0
"2005-01-13 10:00:00",538.01,837.01,0,314.98
"2005-01-13 11:00:00",67.72,872.63,0,310.72
"2005-01-13 12:00:00",751.35,884.65,0,441.58
"2005-01-13 13:00:00",783.41,876.98,0.33,510.03
"2005-01-13 14:00:00",786.54,846.67,0,505.81
"2005-01-13 15:00:00",758.28,787.41,25.98,4.86
"2005-01-13 16:00:00",146.82,671.46,0,390.56
"2005-01-13 17:00:00",57.77,430.09,0,350.77
"2005-01-13 18:00:00",356.89,0,0,211.56
"2005-01-13 19:00:00",0,0,0,0
"2005-01-13 20:00:00",0,0,0,0
"2005-01-13 21:00:00",0,0,0,0
"2005-01-13 22:00:00",0,0,0,0
"2005-01-13 23:00:00",0,0,0,0
"2005-01-14 00:00:00",0,0,0,0
"2005-01-14 01:00:00",0,0,0,0
"2005-01-14 02:00:00",0,0,0,0
"2005-01-14 03:00:00",0,0,0,0
"2005-01-14 04:00:00",0,0,0,0
"2005-01-14 05:00:00",0,0,0,0
"2005-01-14 06:00:00",0,0,0,0
"2005-01-14 07:00:00",0,298.81,0,0
"2005-01-14 08:00:00",0,623.65,0,0
"2005-01-14 09:00:00",0,76.39,29.58,0
"2005-01-14 10:00:00",532.08,834.78,0,0
"2005-01-14 11:00:00",670.63,870.14,3.86,24.84
"2005-01-14 12:00:00",745.42,8.83,294.08,284.27
"2005-01-14 13:00:00",777.54,874.92,0,151.25
"2005-01-14 14:00:00",780.37,844.17,3.71,98.35
"2005-01-14 15:00:00",754.29,786.03,679.53,282.05
"2005-01-14 16:00:00",691.05,670.08,0,421.68
"2005-01-14 17:00:00",572.01,435.33,0,694.14
"2005-01-14 18:00:00",357.09,0,0,344.24
"2005-01-14 19:00:00",0,0,0,0
"2005-01-14 20:00:00",0,0,0,0
"2005-01-14 21:00:00",0,0,0,0
"2005-01-14 22:00:00",0,0,0,0
"2005-01-14 23:00:00",0,0,0,0
"2005-01-15 00:00:00",0,0,0,0
"2005-01-15 01:00:00",0,0,0,0
"2005-01-15 02:00:00",0,0,0,0
"2005-01-15 03:00:00",0,0,0,0
"2005-01-15 04:00:00",0,0,0,0
"2005-01-15 05:00:00",0,0,0,0
"2005-01-15 06:00:00",0,0,0,0
"2005-01-15 07:00:00",0,292.75,0,0
"2005-01-15 08:00:00",0,632.27,0,0
"2005-01-15 09:00:00",0,770.72,0,0
"2005-01-15 10:00:00",9.93,2.12,16.54,418.82
"2005-01-15 11:00:00",68.05,877.51,271.14,679.29
"2005-01-15 12:00:00",234.52,889.57,166.95,829.91
"2005-01-15 13:00:00",35.07,881.33,0,840.41
"2005-01-15 14:00:00",26.51,852.45,18.31,852.81
"2005-01-15 15:00:00",70.65,792.93,0,888.81
"2005-01-15 16:00:00",57.89,678.27,0,800.43
"2005-01-15 17:00:00",252.21,445.45,0,655.53
"2005-01-15 18:00:00",53.78,0,0,51.82
"2005-01-15 19:00:00",0,0,0,0
"2005-01-15 20:00:00",0,0,0,0
"2005-01-15 21:00:00",0,0,0,0
"2005-01-15 22:00:00",0,0,0,0
"2005-01-15 23:00:00",0,0,0,0
"2005-01-16 00:00:00",0,0,0,0
"2005-01-16 01:00:00",0,0,0,0
"2005-01-16 02:00:00",0,0,0,0
"2005-01-16 03:00:00",0,0,0,0
"2005-01-16 04:00:00",0,0,0,0
"2005-01-16 05:00:00",0,0,0,0
"2005-01-16 06:00:00",0,0,0,0
"2005-01-16 07:00:00",0,30.12,0,0
"2005-01-16 08:00:00",0,629.68,0,0
"2005-01-16 09:00:00",0,768.43,0,0
"2005-01-16 10:00:00",535.99,839.99,43.53,569.05
"2005-01-16 11:00:00",526.92,874.89,3.78,735.85
"2005-01-16 12:00:00",746.77,887.81,16.21,672.19
"2005-01-16 13:00:00",777.75,88.04,0.32,71.93
"2005-01-16 14:00:00",489.03,851.22,365.45,687.93
"2005-01-16 15:00:00",751.84,793.14,212.24,61.96
"2005-01-16 16:00:00",688.28,679.21,62.38,96.56
"2005-01-16 17:00:00",571.72,45.04,0,69.13
"2005-01-16 18:00:00",357.38,0,0,0.12
"2005-01-16 19:00:00",0,0,0,0
"2005-01-16 20:00:00",0,0,0,0
"2005-01-16 21:00:00",0,0,0,0
"2005-01-16 22:00:00",0,0,0,0
"2005-01-16 23:00:00",0,0,0,0
"2005-01-17 00:00:00",0,0,0,0
"2005-01-17 01:00:00",0,0,0,0
"2005-01-17 02:00:00",0,0,0,0
"2005-01-17 03:00:00",0,0,0,0
"2005-01-17 04:00:00",0,0,0,0
"2005-01-17 05:00:00",0,0,0,0
"2005-01-17 06:00:00",0,0,0,0
"2005-01-17 07:00:00",0,30.22,0,0
"2005-01-17 08:00:00",0,638.07,0,0
"2005-01-17 09:00:00",0,780.45,27.09,0
"2005-01-17 10:00:00",532.41,853.04,0,331.67
"2005-01-17 11:00:00",401.28,889.51,0,0
"2005-01-17 12:00:00",742.11,902.48,0,863.24
"2005-01-17 13:00:00",487.18,897.54,0.38,0
"2005-01-17 14:00:00",508.64,868.76,0,69.89
"2005-01-17 15:00:00",277.77,811.46,10.67,841.44
"2005-01-17 16:00:00",152.45,699.09,10.02,96.03
"2005-01-17 17:00:00",15.08,469.94,0,347.85
"2005-01-17 18:00:00",33.49,0,0,612.37
"2005-01-17 19:00:00",0,0,0,0
"2005-01-17 20:00:00",0,0,0,0
"2005-01-17 21:00:00",0,0,0,0
"2005-01-17 22:00:00",0,0,0,0
"2005-01-17 23:00:00",0,0,0,0
"2005-01-18 00:00:00",0,0,0,0
"2005-01-18 01:00:00",0,0,0,0
"2005-01-18 02:00:00",0,0,0,0
"2005-01-18 03:00:00",0,0,0,0
"2005-01-18 04:00:00",0,0,0,0
"2005-01-18 05:00:00",0,0,0,0
"2005-01-18 06:00:00",0,0,0,0
"2005-01-18 07:00:00",0,310.46,0,0
"2005-01-18 08:00:00",0,191.41,0,0
"2005-01-18 09:00:00",0,790.55,105.08,0
"2005-01-18 10:00:00",307.09,861.76,566.55,2.09
"2005-01-18 11:00:00",473.57,899.08,414.48,7.28
"2005-01-18 12:00:00",237.39,91.35,610.18,0
"2005-01-18 13:00:00",240.93,907.32,385.39,0
"2005-01-18 14:00:00",447.96,879.46,45.87,0
"2005-01-18 15:00:00",265.58,823.04,333.59,0
"2005-01-18 16:00:00",331.26,714.03,425.24,27.03
"2005-01-18 17:00:00",10.86,484.23,0,157.37
"2005-01-18 18:00:00",100.56,0,0,616.64
"2005-01-18 19:00:00",0,0,0,0
"2005-01-18 20:00:00",0,0,0,0
"2005-01-18 21:00:00",0,0,0,0
"2005-01-18 22:00:00",0,0,0,0
"2005-01-18 23:00:00",0,0,0,0
"2005-01-19 00:00:00",0,0,0,0
"2005-01-19 01:00:00",0,0,0,0
"2005-01-19 02:00:00",0,0,0,0
"2005-01-19 03:00:00",0,0,0,0
"2005-01-19 04:00:00",0,0,0,0
"2005-01-19 05:00:00",0,0,0,0
"2005-01-19 06:00:00",0,0,0,0
"2005-01-19 07:00:00",0,311.21,0,0
"2005-01-19 08:00:00",0,65.45,0,0
"2005-01-19 09:00:00",0,795.16,458.29,0
"2005-01-19 10:00:00",524.95,866.16,610.71,33.28
"2005-01-19 11:00:00",664.06,902.41,666.11,29.51
"2005-01-19 12:00:00",19.24,913.89,820.92,595.82
"2005-01-19 13:00:00",440.48,9.05,737.63,779.55
"2005-01-19 14:00:00",15.19,874.06,651.43,93.45
"2005-01-19 15:00:00",11.14,814.87,725.71,586.12
"2005-01-19 16:00:00",27.61,700.67,391.68,161.26
"2005-01-19 17:00:00",51.81,469.48,0,801.99
"2005-01-19 18:00:00",0,0,0,6.94
"2005-01-19 19:00:00",0,0,0,0
"2005-01-19 20:00:00",0,0,0,0
"2005-01-19 21:00:00",0,0,0,0
"2005-01-19 22:00:00",0,0,0,0
"2005-01-19 23:00:00",0,0,0,0
"2005-01-20 00:00:00",0,0,0,0
"2005-01-20 01:00:00",0,0,0,0
"2005-01-20 02:00:00",0,0,0,0
"2005-01-20 03:00:00",0,0,0,0
"2005-01-20 04:00:00",0,0,0,0
"2005-01-20 05:00:00",0,0,0,0
"2005-01-20 06:00:00",0,0,0,0
"2005-01-20 07:00:00",0,296.97,0,0
"2005-01-20 08:00:00",0,637.58,0,0
"2005-01-20 09:00:00",0,778.15,406.98,0
"2005-01-20 10:00:00",265.86,849.41,720.13,24.83
"2005-01-20 11:00:00",666.12,885.99,832.28,40.96
"2005-01-20 12:00:00",73.81,899.02,793.61,47.34
"2005-01-20 13:00:00",770.65,891.86,858.24,40.95
"2005-01-20 14:00:00",383.76,863.33,83.56,225.16
"2005-01-20 15:00:00",113.76,805.13,749.72,354.07
"2005-01-20 16:00:00",544.91,694.45,459.19,212.01
"2005-01-20 17:00:00",298.24,464.54,0,775.17
"2005-01-20 18:00:00",0,0,0,514.19
"2005-01-20 19:00:00",0,0,0,0
"2005-01-20 20:00:00",0,0,0,0
"2005-01-20 21:00:00",0,0,0,0
"2005-01-20 22:00:00",0,0,0,0
"2005-01-20 23:00:00",0,0,0,0
"2005-01-21 00:00:00",0,0,0,0
"2005-01-21 01:00:00",0,0,0,0
"2005-01-21 02:00:00",0,0,0,0
"2005-01-21 03:00:00",0,0,0,0
"2005-01-21 04:00:00",0,0,0,0
"2005-01-21 05:00:00",0,0,0,0
"2005-01-21 06:00:00",0,0,0,0
"2005-01-21 07:00:00",0,297.41,0,0
"2005-01-21 08:00:00",0,637.18,0,0
"2005-01-21 09:00:00",0,778.99,406.07,0
"2005-01-21 10:00:00",525.07,850.87,673.93,32.93
"2005-01-21 11:00:00",664.44,885.53,736.84,451.05
"2005-01-21 12:00:00",736.12,898.18,708.14,729.14
"2005-01-21 13:00:00",769.72,890.71,727.41,861.35
"2005-01-21 14:00:00",77.28,863.26,736.48,127.05
"2005-01-21 15:00:00",744.94,803.56,64.16,135.05
"2005-01-21 16:00:00",684.02,692.93,39.14,855.61
"2005-01-21 17:00:00",571.48,464.42,0,776.24
"2005-01-21 18:00:00",213.15,0,0,504.22
"2005-01-21 19:00:00",0,0,0,0
"2005-01-21 20:00:00",0,0,0,0
"2005-01-21 21:00:00",0,0,0,0
"2005-01-21 22:00:00",0,0,0,0
"2005-01-21 23:00:00",0,0,0,0
"2005-01-22 00:00:00",0,0,0,0
"2005-01-22 01:00:00",0,0,0,0
"2005-01-22 02:00:00",0,0,0,0
"2005-01-22 03:00:00",0,0,0,0
"2005-01-22 04:00:00",0,0,0,0
"2005-01-22 05:00:00",0,0,0,0
"2005-01-22 06:00:00",0,0,0,0
"2005-01-22 07:00:00",0,29.77,0,0
"2005-01-22 08:00:00",0,639.44,0,0
"2005-01-22 09:00:00",0,781.54,11.56,0
"2005-01-22 10:00:00",520.99,852.25,9.98,36.83
"2005-01-22 11:00:00",660.86,887.46,33.58,11.94
"2005-01-22 12:00:00",735.55,900.78,271.03,0
"2005-01-22 13:00:00",770.06,893.11,32.96,1.56
"2005-01-22 14:00:00",771.52,864.49,10.05,875.07
"2005-01-22 15:00:00",744.83,805.23,0,245.62
"2005-01-22 16:00:00",684.04,693.74,25.22,1.76
"2005-01-22 17:00:00",570.08,468.97,0,722.52
"2005-01-22 18:00:00",357.66,0,0,18.59
"2005-01-22 19:00:00",0,0,0,0
"2005-01-22 20:00:00",0,0,0,0
"2005-01-22 21:00:00",0,0,0,0
"2005-01-22 22:00:00",0,0,0,0
"2005-01-22 23:00:00",0,0,0,0
"2005-01-23 00:00:00",0,0,0,0
"2005-01-23 01:00:00",0,0,0,0
"2005-01-23 02:00:00",0,0,0,0
"2005-01-23 03:00:00",0,0,0,0
"2005-01-23 04:00:00",0,0,0,0
"2005-01-23 05:00:00",0,0,0,0
"2005-01-23 06:00:00",0,0,0,0
"2005-01-23 07:00:00",0,0,0,0
"2005-01-23 08:00:00",0,636.04,0,0
"2005-01-23 09:00:00",0,776.84,290.97,0
"2005-01-23 10:00:00",514.19,849.36,54.04,28.47
"2005-01-23 11:00:00",65.36,885.66,321.29,178.34
"2005-01-23 12:00:00",729.05,898.68,12.95,404.77
"2005-01-23 13:00:00",765.06,444.76,0,424.81
"2005-01-23 14:00:00",76.89,864.38,0,420.79
"2005-01-23 15:00:00",744.68,806.88,0,415.05
"2005-01-23 16:00:00",684.02,696.84,24.39,134.82
"2005-01-23 17:00:00",387.54,473.46,0,325.73
"2005-01-23 18:00:00",361.19,0,0,91.83
"2005-01-23 19:00:00",0,0,0,0
"2005-01-23 20:00:00",0,0,0,0
"2005-01-23 21:00:00",0,0,0,0
"2005-01-23 22:00:00",0,0,0,0
"2005-01-23 23:00:00",0,0,0,0
"2005-01-24 00:00:00",0,0,0,0
"2005-01-24 01:00:00",0,0,0,0
"2005-01-24 02:00:00",0,0,0,0
"2005-01-24 03:00:00",0,0,0,0
"2005-01-24 04:00:00",0,0,0,0
"2005-01-24 05:00:00",0,0,0,0
"2005-01-24 06:00:00",0,0,0,0
"2005-01-24 07:00:00",0,297.86,0,0
"2005-01-24 08:00:00",0,113.25,0,0
"2005-01-24 09:00:00",0,13.73,21.66,0
"2005-01-24 10:00:00",517.84,27.47,0,525.34
"2005-01-24 11:00:00",65.71,140.19,0,0
"2005-01-24 12:00:00",732.73,893.08,20.84,854.43
